Id,StudentId,TeamId,CourseProjectId,TaskId,TrackId,Status,AssignedAt
63,313,2,1,12,4,1,5/6/2026
64,220,2,1,9,3,1,5/13/2026
65,319,2,1,2,3,1,5/7/2026
66,265,2,1,7,4,1,5/4/2026
67,80,2,1,8,4,1,5/11/2026
68,75,2,1,16,3,1,5/12/2026
69,313,2,1,19,3,1,5/13/2026
70,220,2,1,17,3,1,5/10/2026
71,319,2,1,13,3,1,5/10/2026
72,265,2,1,5,3,1,5/4/2026
73,80,2,1,14,4,1,5/4/2026
74,75,2,1,18,4,1,5/7/2026
75,313,2,1,6,4,1,5/2/2026
76,220,2,1,22,3,1,5/13/2026
77,319,2,1,2,4,1,5/6/2026
78,265,2,1,20,4,1,5/5/2026
79,80,2,1,11,4,1,5/4/2026
80,75,2,1,15,4,1,5/14/2026
81,313,2,1,22,4,1,5/12/2026
82,220,2,1,5,4,1,5/6/2026
83,319,2,1,21,3,1,5/9/2026
84,265,2,1,4,3,1,5/2/2026
85,80,2,1,18,3,1,5/9/2026
86,75,2,1,14,3,1,5/10/2026
87,313,2,1,4,4,1,5/8/2026
88,220,2,1,3,4,1,5/8/2026
89,319,2,1,17,4,1,5/7/2026
90,265,2,1,23,4,1,5/9/2026
91,206,3,1,22,4,1,5/7/2026
92,373,3,1,20,4,1,5/10/2026
93,46,3,1,15,3,1,5/8/2026
94,324,3,1,8,3,1,5/10/2026
95,186,3,1,14,4,1,5/8/2026
96,78,3,1,10,3,1,5/10/2026
97,206,3,1,6,4,1,5/14/2026
98,373,3,1,21,4,1,5/8/2026
99,46,3,1,20,3,1,5/4/2026
100,324,3,1,19,4,1,5/10/2026
101,186,3,1,12,3,1,5/4/2026
102,78,3,1,1,1,1,5/3/2026
103,206,3,1,18,4,1,5/2/2026
104,373,3,1,11,3,1,5/12/2026
105,46,3,1,21,3,1,5/12/2026
106,324,3,1,19,3,1,5/6/2026
107,186,3,1,4,4,1,5/4/2026
108,78,3,1,23,4,1,5/11/2026
109,206,3,1,13,3,1,5/3/2026
110,373,3,1,17,3,1,5/5/2026
111,46,3,1,7,4,1,5/11/2026
112,324,3,1,16,3,1,5/10/2026
113,186,3,1,4,3,1,5/11/2026
114,78,3,1,7,3,1,5/4/2026
115,206,3,1,5,4,1,5/3/2026
116,373,3,1,16,4,1,5/7/2026
117,46,3,1,10,4,1,5/7/2026
118,324,3,1,14,3,1,5/8/2026
119,186,3,1,18,3,1,5/8/2026
120,78,3,1,13,4,1,5/10/2026
121,206,3,1,23,3,1,5/7/2026
122,373,3,1,9,3,1,5/12/2026
123,46,3,1,2,4,1,5/11/2026
124,324,3,1,8,4,1,5/14/2026
125,186,3,1,6,3,1,5/7/2026
126,78,3,1,9,4,1,5/8/2026
127,206,3,1,22,3,1,5/3/2026
128,373,3,1,17,4,1,5/12/2026
129,46,3,1,2,3,1,5/12/2026
130,324,3,1,3,4,1,5/3/2026
131,186,3,1,3,3,1,5/5/2026
132,78,3,1,12,4,1,5/10/2026
133,206,3,1,11,4,1,5/3/2026
134,373,3,1,15,4,1,5/2/2026
135,46,3,1,5,3,1,5/12/2026
136,198,4,1,1,1,1,5/10/2026
137,26,4,1,19,4,1,5/5/2026
138,184,4,1,17,3,1,5/7/2026
139,290,4,1,14,3,1,5/5/2026
140,6,4,1,18,3,1,5/3/2026
141,299,4,1,19,3,1,5/5/2026
142,198,4,1,10,4,1,5/9/2026
143,26,4,1,11,3,1,5/12/2026
144,184,4,1,8,4,1,5/4/2026
145,290,4,1,6,3,1,5/8/2026
146,6,4,1,23,3,1,5/6/2026
147,299,4,1,9,3,1,5/8/2026
148,198,4,1,4,4,1,5/3/2026
149,26,4,1,13,3,1,5/11/2026
150,184,4,1,11,4,1,5/14/2026
151,290,4,1,15,3,1,5/5/2026
152,6,4,1,20,3,1,5/13/2026
153,299,4,1,8,3,1,5/7/2026
154,198,4,1,20,4,1,5/10/2026
155,26,4,1,4,3,1,5/6/2026
156,184,4,1,2,3,1,5/4/2026
157,290,4,1,16,3,1,5/12/2026
158,6,4,1,5,3,1,5/5/2026
159,299,4,1,3,3,1,5/9/2026
160,198,4,1,5,4,1,5/14/2026
161,26,4,1,21,3,1,5/5/2026
162,184,4,1,2,4,1,5/9/2026
163,290,4,1,12,4,1,5/5/2026
164,6,4,1,3,4,1,5/7/2026
165,299,4,1,22,3,1,5/8/2026
166,198,4,1,17,4,1,5/6/2026
167,26,4,1,12,3,1,5/13/2026
168,184,4,1,7,4,1,5/7/2026
169,290,4,1,10,3,1,5/8/2026
170,6,4,1,16,4,1,5/10/2026
171,299,4,1,22,4,1,5/6/2026
172,198,4,1,21,4,1,5/7/2026
173,26,4,1,6,4,1,5/9/2026
174,184,4,1,14,4,1,5/2/2026
175,290,4,1,13,4,1,5/9/2026
176,6,4,1,7,3,1,5/13/2026
177,299,4,1,18,4,1,5/10/2026
178,198,4,1,15,4,1,5/6/2026
179,26,4,1,23,4,1,5/14/2026
180,184,4,1,9,4,1,5/14/2026
181,10,5,1,20,4,1,5/9/2026
182,291,5,1,12,4,1,5/13/2026
183,217,5,1,21,4,1,5/14/2026
184,63,5,1,10,4,1,5/11/2026
185,17,5,1,16,4,1,5/14/2026
186,56,5,1,11,4,1,5/6/2026
187,10,5,1,15,3,1,5/9/2026
188,291,5,1,14,3,1,5/8/2026
189,217,5,1,6,3,1,5/13/2026
190,63,5,1,9,3,1,5/13/2026
191,17,5,1,21,3,1,5/11/2026
192,56,5,1,15,4,1,5/3/2026
193,10,5,1,10,3,1,5/6/2026
194,291,5,1,18,3,1,5/9/2026
195,217,5,1,16,3,1,5/9/2026
196,63,5,1,23,3,1,5/4/2026
197,17,5,1,22,4,1,5/2/2026
198,56,5,1,5,3,1,5/12/2026
199,10,5,1,19,3,1,5/12/2026
200,291,5,1,4,4,1,5/13/2026
201,217,5,1,23,4,1,5/11/2026
202,63,5,1,17,3,1,5/2/2026
203,17,5,1,11,3,1,5/13/2026
204,56,5,1,8,4,1,5/14/2026
205,10,5,1,18,4,1,5/6/2026
206,291,5,1,20,3,1,5/14/2026
207,217,5,1,5,4,1,5/2/2026
208,63,5,1,9,4,1,5/13/2026
209,17,5,1,3,4,1,5/7/2026
210,56,5,1,22,3,1,5/3/2026
211,10,5,1,7,4,1,5/5/2026
212,291,5,1,13,4,1,5/12/2026
213,217,5,1,2,4,1,5/8/2026
214,63,5,1,7,3,1,5/13/2026
215,17,5,1,14,4,1,5/4/2026
216,56,5,1,13,3,1,5/14/2026
217,10,5,1,8,3,1,5/4/2026
218,291,5,1,19,4,1,5/10/2026
219,217,5,1,17,4,1,5/8/2026
220,63,5,1,12,3,1,5/6/2026
221,17,5,1,1,1,1,5/5/2026
222,56,5,1,4,3,1,5/2/2026
223,10,5,1,6,4,1,5/11/2026
224,291,5,1,3,3,1,5/5/2026
225,217,5,1,2,3,1,5/7/2026
226,160,6,1,13,3,1,5/9/2026
227,239,6,1,21,4,1,5/10/2026
228,120,6,1,12,4,1,5/7/2026
229,342,6,1,9,4,1,5/10/2026
230,344,6,1,18,4,1,5/9/2026
231,376,6,1,13,4,1,5/8/2026
232,160,6,1,10,4,1,5/4/2026
233,239,6,1,3,4,1,5/4/2026
234,120,6,1,18,3,1,5/3/2026
235,342,6,1,15,4,1,5/9/2026
236,344,6,1,2,3,1,5/12/2026
237,376,6,1,17,3,1,5/9/2026
238,160,6,1,10,3,1,5/10/2026
239,239,6,1,4,4,1,5/4/2026
240,120,6,1,11,4,1,5/11/2026
241,342,6,1,20,4,1,5/3/2026
242,344,6,1,16,3,1,5/10/2026
243,376,6,1,4,3,1,5/4/2026
244,160,6,1,16,4,1,5/14/2026
245,239,6,1,8,3,1,5/11/2026
246,120,6,1,3,3,1,5/14/2026
247,342,6,1,6,4,1,5/7/2026
248,344,6,1,12,3,1,5/9/2026
249,376,6,1,17,4,1,5/14/2026
250,160,6,1,7,3,1,5/5/2026
251,239,6,1,22,3,1,5/2/2026
252,120,6,1,21,3,1,5/10/2026
253,342,6,1,19,3,1,5/12/2026
254,344,6,1,5,3,1,5/13/2026
255,376,6,1,6,3,1,5/10/2026
256,160,6,1,14,3,1,5/3/2026
257,239,6,1,9,3,1,5/9/2026
258,120,6,1,1,1,1,5/5/2026
259,342,6,1,19,4,1,5/10/2026
260,344,6,1,14,4,1,5/12/2026
261,376,6,1,2,4,1,5/13/2026
262,160,6,1,22,4,1,5/11/2026
263,239,6,1,20,3,1,5/10/2026
264,120,6,1,23,4,1,5/10/2026
265,342,6,1,15,3,1,5/3/2026
266,344,6,1,5,4,1,5/3/2026
267,376,6,1,11,3,1,5/7/2026
268,160,6,1,7,4,1,5/8/2026
269,239,6,1,8,4,1,5/9/2026
270,120,6,1,23,3,1,5/9/2026
271,278,7,1,11,3,1,5/7/2026
272,45,7,1,3,3,1,5/5/2026
273,302,7,1,12,4,1,5/4/2026
274,209,7,1,15,3,1,5/9/2026
275,14,7,1,7,3,1,5/13/2026
276,43,7,1,20,4,1,5/12/2026
277,278,7,1,4,3,1,5/8/2026
278,45,7,1,16,4,1,5/10/2026
279,302,7,1,12,3,1,5/11/2026
280,209,7,1,23,3,1,5/7/2026
281,14,7,1,17,4,1,5/12/2026
282,43,7,1,16,3,1,5/11/2026
283,278,7,1,15,4,1,5/14/2026
284,45,7,1,17,3,1,5/13/2026
285,302,7,1,2,3,1,5/5/2026
286,209,7,1,21,3,1,5/7/2026
287,14,7,1,22,3,1,5/9/2026
288,43,7,1,6,3,1,5/14/2026
289,278,7,1,2,4,1,5/6/2026
290,45,7,1,10,4,1,5/9/2026
291,302,7,1,20,3,1,5/5/2026
292,209,7,1,5,3,1,5/11/2026
293,14,7,1,13,3,1,5/14/2026
294,43,7,1,11,4,1,5/10/2026
295,278,7,1,3,4,1,5/7/2026
296,45,7,1,4,4,1,5/10/2026
297,302,7,1,18,3,1,5/2/2026
298,209,7,1,13,4,1,5/4/2026
299,14,7,1,21,4,1,5/3/2026
300,43,7,1,9,3,1,5/5/2026
301,278,7,1,7,4,1,5/8/2026
302,45,7,1,10,3,1,5/3/2026
303,302,7,1,18,4,1,5/12/2026
304,209,7,1,19,3,1,5/11/2026
305,14,7,1,5,4,1,5/3/2026
306,43,7,1,8,3,1,5/9/2026
307,278,7,1,9,4,1,5/6/2026
308,45,7,1,22,4,1,5/5/2026
309,302,7,1,1,1,1,5/14/2026
310,209,7,1,8,4,1,5/3/2026
311,14,7,1,6,4,1,5/6/2026
312,43,7,1,23,4,1,5/13/2026
313,278,7,1,14,4,1,5/3/2026
314,45,7,1,19,4,1,5/12/2026
315,302,7,1,14,3,1,5/8/2026
316,24,8,1,2,4,1,5/6/2026
317,351,8,1,16,3,1,5/9/2026
318,263,8,1,23,4,1,5/12/2026
319,185,8,1,6,4,1,5/5/2026
320,151,8,1,23,3,1,5/6/2026
321,334,8,1,5,3,1,5/12/2026
322,24,8,1,1,1,1,5/6/2026
323,351,8,1,21,4,1,5/2/2026
324,263,8,1,21,3,1,5/6/2026
325,185,8,1,3,3,1,5/2/2026
326,151,8,1,9,4,1,5/5/2026
327,334,8,1,13,3,1,5/2/2026
328,24,8,1,6,3,1,5/9/2026
329,351,8,1,18,4,1,5/13/2026
330,263,8,1,7,4,1,5/13/2026
331,185,8,1,13,4,1,5/4/2026
332,151,8,1,15,3,1,5/7/2026
333,334,8,1,10,3,1,5/13/2026
334,24,8,1,19,4,1,5/4/2026
335,351,8,1,3,4,1,5/10/2026
336,263,8,1,8,3,1,5/13/2026
337,185,8,1,17,3,1,5/14/2026
338,151,8,1,4,4,1,5/3/2026
339,334,8,1,11,3,1,5/14/2026
340,24,8,1,22,4,1,5/6/2026
341,351,8,1,4,3,1,5/12/2026
342,263,8,1,19,3,1,5/3/2026
343,185,8,1,12,4,1,5/3/2026
344,151,8,1,5,4,1,5/10/2026
345,334,8,1,2,3,1,5/12/2026
346,24,8,1,7,3,1,5/4/2026
347,351,8,1,16,4,1,5/5/2026
348,263,8,1,14,3,1,5/14/2026
349,185,8,1,9,3,1,5/4/2026
350,151,8,1,11,4,1,5/11/2026
351,334,8,1,15,4,1,5/5/2026
352,24,8,1,17,4,1,5/13/2026
353,351,8,1,20,3,1,5/12/2026
354,263,8,1,10,4,1,5/11/2026
355,185,8,1,8,4,1,5/4/2026
356,151,8,1,22,3,1,5/6/2026
357,334,8,1,14,4,1,5/3/2026
358,24,8,1,18,3,1,5/5/2026
359,351,8,1,12,3,1,5/7/2026
360,263,8,1,20,4,1,5/10/2026
361,180,9,1,23,3,1,5/8/2026
362,235,9,1,18,3,1,5/4/2026
363,194,9,1,21,3,1,5/3/2026
364,238,9,1,2,4,1,5/9/2026
365,259,9,1,10,4,1,5/9/2026
366,89,9,1,6,4,1,5/4/2026
367,180,9,1,22,3,1,5/12/2026
368,235,9,1,3,3,1,5/6/2026
369,194,9,1,1,1,1,5/13/2026
370,238,9,1,20,4,1,5/8/2026
371,259,9,1,18,4,1,5/8/2026
372,89,9,1,2,3,1,5/6/2026
373,180,9,1,11,3,1,5/9/2026
374,235,9,1,10,3,1,5/10/2026
375,194,9,1,3,4,1,5/3/2026
376,238,9,1,13,4,1,5/14/2026
377,259,9,1,8,4,1,5/5/2026
378,89,9,1,13,3,1,5/7/2026
379,180,9,1,21,4,1,5/12/2026
380,235,9,1,6,3,1,5/7/2026
381,194,9,1,5,4,1,5/2/2026
382,238,9,1,23,4,1,5/14/2026
383,259,9,1,12,4,1,5/14/2026
384,89,9,1,15,3,1,5/11/2026
385,180,9,1,8,3,1,5/5/2026
386,235,9,1,4,3,1,5/10/2026
387,194,9,1,9,3,1,5/4/2026
388,238,9,1,14,3,1,5/10/2026
389,259,9,1,17,4,1,5/8/2026
390,89,9,1,16,3,1,5/7/2026
391,180,9,1,5,3,1,5/5/2026
392,235,9,1,15,4,1,5/4/2026
393,194,9,1,7,4,1,5/9/2026
394,238,9,1,4,4,1,5/8/2026
395,259,9,1,17,3,1,5/7/2026
396,89,9,1,9,4,1,5/6/2026
397,180,9,1,12,3,1,5/2/2026
398,235,9,1,19,3,1,5/10/2026
399,194,9,1,20,3,1,5/9/2026
400,238,9,1,11,4,1,5/6/2026
401,259,9,1,14,4,1,5/11/2026
402,89,9,1,19,4,1,5/6/2026
403,180,9,1,16,4,1,5/6/2026
404,235,9,1,7,3,1,5/2/2026
405,194,9,1,22,4,1,5/14/2026
406,86,10,1,17,4,1,5/5/2026
407,215,10,1,19,3,1,5/8/2026
408,82,10,1,13,4,1,5/11/2026
409,136,10,1,15,4,1,5/11/2026
410,192,10,1,6,4,1,5/13/2026
411,277,10,1,7,4,1,5/3/2026
412,86,10,1,9,4,1,5/11/2026
413,215,10,1,9,3,1,5/2/2026
414,82,10,1,1,1,1,5/9/2026
415,136,10,1,14,4,1,5/9/2026
416,192,10,1,16,3,1,5/8/2026
417,277,10,1,10,4,1,5/13/2026
418,86,10,1,20,3,1,5/14/2026
419,215,10,1,15,3,1,5/3/2026
420,82,10,1,12,3,1,5/7/2026
421,136,10,1,21,3,1,5/9/2026
422,192,10,1,23,3,1,5/5/2026
423,277,10,1,12,4,1,5/11/2026
424,86,10,1,11,4,1,5/4/2026
425,215,10,1,23,4,1,5/3/2026
426,82,10,1,5,3,1,5/5/2026
427,136,10,1,18,4,1,5/8/2026
428,192,10,1,8,4,1,5/11/2026
429,277,10,1,22,3,1,5/12/2026
430,86,10,1,21,4,1,5/6/2026
431,215,10,1,3,3,1,5/6/2026
432,82,10,1,6,3,1,5/5/2026
433,136,10,1,17,3,1,5/14/2026
434,192,10,1,4,3,1,5/7/2026
435,277,10,1,18,3,1,5/13/2026
436,86,10,1,2,4,1,5/7/2026
437,215,10,1,14,3,1,5/14/2026
438,82,10,1,8,3,1,5/14/2026
439,136,10,1,20,4,1,5/3/2026
440,192,10,1,5,4,1,5/12/2026
441,277,10,1,13,3,1,5/8/2026
442,86,10,1,2,3,1,5/6/2026
443,215,10,1,4,4,1,5/8/2026
444,82,10,1,19,4,1,5/14/2026
445,136,10,1,11,3,1,5/10/2026
446,192,10,1,10,3,1,5/10/2026
447,277,10,1,3,4,1,5/7/2026
448,86,10,1,16,4,1,5/2/2026
449,215,10,1,7,3,1,5/3/2026
450,82,10,1,22,4,1,5/10/2026
451,346,11,1,21,4,1,5/3/2026
452,305,11,1,3,3,1,5/10/2026
453,141,11,1,4,4,1,5/12/2026
454,29,11,1,11,4,1,5/12/2026
455,171,11,1,13,4,1,5/9/2026
456,250,11,1,21,3,1,5/8/2026
457,346,11,1,23,3,1,5/3/2026
458,305,11,1,3,4,1,5/4/2026
459,141,11,1,6,3,1,5/10/2026
460,29,11,1,18,4,1,5/10/2026
461,171,11,1,12,4,1,5/8/2026
462,250,11,1,15,4,1,5/11/2026
463,346,11,1,19,3,1,5/7/2026
464,305,11,1,15,3,1,5/13/2026
465,141,11,1,5,3,1,5/9/2026
466,29,11,1,16,4,1,5/2/2026
467,171,11,1,8,4,1,5/2/2026
468,250,11,1,14,4,1,5/4/2026
469,346,11,1,9,4,1,5/10/2026
470,305,11,1,20,4,1,5/5/2026
471,141,11,1,4,3,1,5/7/2026
472,29,11,1,23,4,1,5/6/2026
473,171,11,1,8,3,1,5/14/2026
474,250,11,1,5,4,1,5/8/2026
475,346,11,1,20,3,1,5/9/2026
476,305,11,1,22,3,1,5/2/2026
477,141,11,1,1,1,1,5/14/2026
478,29,11,1,17,3,1,5/11/2026
479,171,11,1,12,3,1,5/10/2026
480,250,11,1,17,4,1,5/2/2026
481,346,11,1,13,3,1,5/13/2026
482,305,11,1,10,4,1,5/8/2026
483,141,11,1,11,3,1,5/12/2026
484,29,11,1,2,3,1,5/4/2026
485,171,11,1,18,3,1,5/5/2026
486,250,11,1,9,3,1,5/9/2026
487,346,11,1,16,3,1,5/3/2026
488,305,11,1,10,3,1,5/10/2026
489,141,11,1,7,4,1,5/9/2026
490,29,11,1,2,4,1,5/12/2026
491,171,11,1,19,4,1,5/5/2026
492,250,11,1,6,4,1,5/12/2026
493,346,11,1,14,3,1,5/12/2026
494,305,11,1,7,3,1,5/13/2026
495,141,11,1,22,4,1,5/3/2026
496,93,12,1,16,4,1,5/4/2026
497,304,12,1,17,3,1,5/10/2026
498,288,12,1,20,4,1,5/3/2026
499,161,12,1,1,1,1,5/9/2026
500,335,12,1,16,3,1,5/7/2026
501,241,12,1,21,3,1,5/7/2026
502,93,12,1,4,3,1,5/13/2026
503,304,12,1,10,4,1,5/3/2026
504,288,12,1,22,3,1,5/14/2026
505,161,12,1,8,4,1,5/4/2026
506,335,12,1,20,3,1,5/7/2026
507,241,12,1,21,4,1,5/5/2026
508,93,12,1,19,3,1,5/6/2026
509,304,12,1,22,4,1,5/7/2026
510,288,12,1,13,3,1,5/10/2026
511,161,12,1,12,3,1,5/5/2026
512,335,12,1,7,4,1,5/4/2026
513,241,12,1,2,3,1,5/11/2026
514,93,12,1,14,4,1,5/10/2026
515,304,12,1,18,3,1,5/8/2026
516,288,12,1,6,3,1,5/13/2026
517,161,12,1,5,4,1,5/14/2026
518,335,12,1,2,4,1,5/13/2026
519,241,12,1,13,4,1,5/6/2026
520,93,12,1,3,4,1,5/11/2026
521,304,12,1,15,3,1,5/10/2026
522,288,12,1,14,3,1,5/14/2026
523,161,12,1,17,4,1,5/12/2026
524,335,12,1,18,4,1,5/8/2026
525,241,12,1,12,4,1,5/5/2026
526,93,12,1,6,4,1,5/12/2026
527,304,12,1,15,4,1,5/3/2026
528,288,12,1,11,4,1,5/4/2026
529,161,12,1,8,3,1,5/3/2026
530,335,12,1,11,3,1,5/12/2026
531,241,12,1,9,4,1,5/11/2026
532,93,12,1,3,3,1,5/11/2026
533,304,12,1,4,4,1,5/7/2026
534,288,12,1,5,3,1,5/12/2026
535,161,12,1,9,3,1,5/2/2026
536,335,12,1,19,4,1,5/9/2026
537,241,12,1,23,4,1,5/9/2026
538,93,12,1,7,3,1,5/12/2026
539,304,12,1,23,3,1,5/3/2026
540,288,12,1,10,3,1,5/7/2026
541,127,13,1,4,3,1,5/13/2026
542,326,13,1,13,4,1,5/11/2026
543,266,13,1,19,4,1,5/13/2026
544,193,13,1,14,3,1,5/6/2026
545,143,13,1,16,4,1,5/5/2026
546,307,13,1,8,4,1,5/9/2026
547,127,13,1,7,3,1,5/4/2026
548,326,13,1,21,3,1,5/3/2026
549,266,13,1,20,4,1,5/7/2026
550,193,13,1,13,3,1,5/6/2026
551,143,13,1,9,3,1,5/4/2026
552,307,13,1,12,4,1,5/14/2026
553,127,13,1,19,3,1,5/7/2026
554,326,13,1,3,4,1,5/2/2026
555,266,13,1,10,4,1,5/5/2026
556,193,13,1,1,1,1,5/9/2026
557,143,13,1,4,4,1,5/3/2026
558,307,13,1,21,4,1,5/10/2026
559,127,13,1,5,4,1,5/8/2026
560,326,13,1,6,4,1,5/6/2026
561,266,13,1,23,3,1,5/3/2026
562,193,13,1,10,3,1,5/10/2026
563,143,13,1,22,4,1,5/9/2026
564,307,13,1,22,3,1,5/3/2026
565,127,13,1,7,4,1,5/14/2026
566,326,13,1,18,4,1,5/5/2026
567,266,13,1,3,3,1,5/13/2026
568,193,13,1,11,4,1,5/11/2026
569,143,13,1,17,4,1,5/12/2026
570,307,13,1,6,3,1,5/13/2026
571,127,13,1,16,3,1,5/5/2026
572,326,13,1,15,3,1,5/10/2026
573,266,13,1,8,3,1,5/9/2026
574,193,13,1,15,4,1,5/7/2026
575,143,13,1,18,3,1,5/4/2026
576,307,13,1,5,3,1,5/3/2026
577,127,13,1,23,4,1,5/14/2026
578,326,13,1,12,3,1,5/8/2026
579,266,13,1,2,3,1,5/14/2026
580,193,13,1,2,4,1,5/11/2026
581,143,13,1,20,3,1,5/12/2026
582,307,13,1,17,3,1,5/10/2026
583,127,13,1,11,3,1,5/4/2026
584,326,13,1,14,4,1,5/2/2026
585,266,13,1,9,4,1,5/4/2026
586,210,14,1,4,4,1,5/8/2026
587,315,14,1,22,4,1,5/7/2026
588,167,14,1,13,3,1,5/9/2026
589,51,14,1,14,4,1,5/2/2026
590,225,14,1,9,3,1,5/14/2026
591,102,14,1,3,3,1,5/5/2026
592,210,14,1,4,3,1,5/8/2026
593,315,14,1,22,3,1,5/13/2026
594,167,14,1,21,4,1,5/8/2026
595,51,14,1,2,3,1,5/14/2026
596,225,14,1,20,4,1,5/5/2026
597,102,14,1,15,4,1,5/9/2026
598,210,14,1,10,4,1,5/8/2026
599,315,14,1,19,4,1,5/8/2026
600,167,14,1,3,4,1,5/13/2026
601,51,14,1,1,1,1,5/3/2026
602,225,14,1,6,4,1,5/10/2026
603,102,14,1,7,3,1,5/6/2026
604,210,14,1,23,3,1,5/10/2026
605,315,14,1,9,4,1,5/8/2026
606,167,14,1,23,4,1,5/2/2026
607,51,14,1,21,3,1,5/5/2026
608,225,14,1,8,4,1,5/14/2026
609,102,14,1,2,4,1,5/12/2026
610,210,14,1,17,4,1,5/14/2026
611,315,14,1,11,4,1,5/5/2026
612,167,14,1,7,4,1,5/11/2026
613,51,14,1,8,3,1,5/13/2026
614,225,14,1,5,3,1,5/4/2026
615,102,14,1,13,4,1,5/14/2026
616,210,14,1,18,3,1,5/7/2026
617,315,14,1,17,3,1,5/13/2026
618,167,14,1,18,4,1,5/10/2026
619,51,14,1,16,3,1,5/14/2026
620,225,14,1,10,3,1,5/6/2026
621,102,14,1,19,3,1,5/2/2026
622,210,14,1,20,3,1,5/9/2026
623,315,14,1,5,4,1,5/8/2026
624,167,14,1,12,4,1,5/14/2026
625,51,14,1,16,4,1,5/10/2026
626,225,14,1,15,3,1,5/3/2026
627,102,14,1,6,3,1,5/2/2026
628,210,14,1,12,3,1,5/13/2026
629,315,14,1,11,3,1,5/13/2026
630,167,14,1,14,3,1,5/14/2026
631,381,15,1,3,4,1,5/3/2026
632,174,15,1,5,4,1,5/4/2026
633,252,15,1,13,4,1,5/14/2026
634,97,15,1,16,3,1,5/11/2026
635,372,15,1,23,4,1,5/7/2026
636,128,15,1,8,4,1,5/11/2026
637,381,15,1,17,4,1,5/2/2026
638,174,15,1,9,3,1,5/14/2026
639,252,15,1,16,4,1,5/11/2026
640,97,15,1,22,4,1,5/13/2026
641,372,15,1,14,3,1,5/12/2026
642,128,15,1,21,3,1,5/2/2026
643,381,15,1,11,4,1,5/8/2026
644,174,15,1,4,4,1,5/6/2026
645,252,15,1,6,3,1,5/12/2026
646,97,15,1,15,4,1,5/2/2026
647,372,15,1,8,3,1,5/3/2026
648,128,15,1,19,4,1,5/3/2026
649,381,15,1,5,3,1,5/7/2026
650,174,15,1,9,4,1,5/5/2026
651,252,15,1,20,4,1,5/4/2026
652,97,15,1,10,3,1,5/2/2026
653,372,15,1,21,4,1,5/14/2026
654,128,15,1,2,4,1,5/4/2026
655,381,15,1,17,3,1,5/12/2026
656,174,15,1,3,3,1,5/2/2026
657,252,15,1,6,4,1,5/13/2026
658,97,15,1,18,3,1,5/3/2026
659,372,15,1,7,3,1,5/2/2026
660,128,15,1,10,4,1,5/10/2026
661,381,15,1,18,4,1,5/7/2026
662,174,15,1,4,3,1,5/3/2026
