Student_ID,Course_ID
184,6
184,7
184,12
185,1
185,2
185,6
185,7
185,12
186,1
186,2
186,6
186,7
186,10
186,12
187,1
187,2
187,6
187,7
187,10
187,12
188,1
188,2
188,6
188,7
188,10
188,12
189,1
189,2
189,6
189,7
189,12
190,1
190,2
190,6
190,7
190,10
190,12
191,1
191,2
191,6
191,7
191,10
191,12
192,1
192,2
192,6
192,7
192,10
192,12
193,1
193,2
193,6
193,7
193,10
193,12
194,1
194,2
194,6
194,7
194,10
194,12
195,1
195,2
195,4
195,7
195,10
195,12
196,1
196,2
196,6
196,7
196,10
196,12
197,0
197,1
197,2
197,3
197,4
197,5
197,6
197,7
197,8
197,9
197,10
197,11
197,12
197,13
198,0
198,1
198,2
198,3
198,4
198,5
198,6
198,7
198,8
198,9
198,10
198,11
198,12
198,13
199,0
199,1
199,2
199,3
199,4
199,5
199,6
199,7
199,8
199,9
199,10
199,12
199,13
200,0
200,1
200,2
200,3
200,4
200,5
200,6
200,7
200,8
200,9
200,10
200,12
200,14
200,13
201,0
201,1
201,2
201,6
201,7
201,8
201,12
202,0
202,1
202,2
202,3
202,4
202,5
202,6
202,7
202,8
202,9
202,10
202,12
202,13
203,0
203,1
203,2
203,3
203,4
203,5
203,6
203,7
203,8
203,9
203,10
203,12
203,16
203,13
204,0
204,1
204,2
204,3
204,4
204,5
204,6
204,7
204,8
204,9
204,10
204,11
204,12
204,13
205,0
205,1
205,2
205,3
205,4
205,5
205,6
205,7
205,8
205,9
205,10
205,12
205,13
206,0
206,1
206,2
206,3
206,4
206,5
206,6
206,7
206,8
206,9
206,10
206,11
206,12
206,13
207,1
207,2
207,6
207,7
207,10
207,12
208,0
208,1
208,3
208,4
208,5
208,6
208,7
208,8
208,9
208,11
208,12
208,16
208,13
209,0
209,1
209,3
209,4
209,5
209,6
209,7
209,9
209,10
209,12
210,0
210,1
210,2
210,3
210,4
210,5
210,6
210,7
210,8
210,9
210,10
210,11
210,12
210,13
211,0
211,1
211,2
211,3
211,4
211,5
211,6
211,7
211,8
211,9
211,10
211,11
211,12
211,14
211,13
212,0
212,1
212,2
212,3
212,4
212,5
212,6
212,7
212,8
212,9
212,10
212,11
212,12
212,13
213,1
213,2
213,7
213,10
213,12
214,0
214,1
214,2
214,3
214,4
214,5
214,6
214,7
214,8
214,9
214,10
214,11
214,12
214,13
215,0
215,1
215,2
215,3
215,4
215,5
215,6
215,7
215,8
215,9
215,10
215,11
215,12
215,13
216,0
216,1
216,2
216,3
216,4
216,5
216,6
216,7
216,8
216,9
216,10
216,11
216,12
216,13
217,0
217,1
217,2
217,3
217,4
217,5
217,6
217,7
217,8
217,9
217,10
217,11
217,12
217,13
218,0
218,1
218,2
218,3
218,4
218,5
218,6
218,7
218,8
218,9
218,10
218,11
218,12
218,13
219,0
219,1
219,2
219,3
219,4
219,5
219,6
219,7
219,8
219,9
219,10
219,11
219,12
219,13
220,0
220,1
220,5
220,6
220,7
220,9
220,11
221,0
221,1
221,2
221,3
221,4
221,5
221,6
221,7
221,8
221,9
221,10
221,11
221,12
221,13
222,0
222,1
222,2
222,3
222,4
222,5
222,6
222,7
222,8
222,9
222,10
222,12
222,13
223,0
223,1
223,2
223,3
223,4
223,5
223,6
223,7
223,8
223,9
223,10
223,11
223,12
223,13
224,1
224,2
224,6
224,7
224,12
225,0
225,1
225,2
225,3
225,4
225,5
225,6
225,7
225,8
225,9
225,10
225,11
225,12
225,13
226,0
226,1
226,2
226,3
226,4
226,5
226,6
226,7
226,8
226,9
226,10
226,11
226,12
226,13
227,0
227,1
227,2
227,3
227,4
227,5
227,6
227,7
227,8
227,9
227,10
227,11
227,12
227,13
228,0
228,1
228,2
228,3
228,4
228,5
228,6
228,7
228,8
228,9
228,10
228,12
228,14
228,13
229,0
229,1
229,2
229,3
229,4
229,5
229,6
229,7
229,8
229,9
229,10
229,12
229,13
230,1
230,2
230,7
230,10
230,12
231,0
231,1
231,2
231,3
231,4
231,5
231,6
231,7
231,8
231,9
231,10
231,11
231,12
231,13
232,0
232,1
232,2
232,3
232,4
232,5
232,6
232,7
232,8
232,9
232,10
232,11
232,12
232,13
233,0
233,1
233,2
233,3
233,4
233,5
233,6
233,7
233,8
233,9
233,10
233,11
233,12
233,13
234,0
234,1
234,2
234,3
234,4
234,5
234,6
234,7
234,8
234,9
234,10
234,11
234,12
234,13
235,0
235,1
235,2
235,3
235,5
235,6
235,7
235,17
235,11
235,12
236,0
236,1
236,2
236,3
236,5
236,6
236,7
236,9
236,10
236,11
236,12
237,0
237,1
237,2
237,3
237,4
237,5
237,6
237,7
237,8
237,9
237,10
237,11
237,12
237,13
238,0
238,1
238,2
238,3
238,4
238,5
238,6
238,7
238,8
238,9
238,10
238,11
238,12
238,13
239,0
239,1
239,2
239,3
239,4
239,5
239,6
239,7
239,8
239,9
239,10
239,11
239,12
239,13
240,0
240,1
240,2
240,3
240,4
240,5
240,6
240,7
240,8
240,9
240,10
240,12
240,13
241,0
241,1
241,2
241,3
241,5
241,6
241,7
241,9
241,10
241,11
241,12
242,1
243,0
243,1
243,2
243,3
243,5
243,6
243,7
243,11
243,12
244,0
244,1
244,2
244,3
244,4
244,6
244,7
244,10
244,12
244,16
245,0
245,1
245,2
245,3
245,4
245,5
245,6
245,7
245,8
245,9
245,10
245,11
245,12
245,13
246,0
246,1
246,2
246,3
246,4
246,5
246,6
246,7
246,8
246,9
246,10
246,11
246,12
246,13
247,0
247,1
247,2
247,3
247,4
247,5
247,6
247,7
247,8
247,10
247,11
247,12
247,13
248,0
248,1
248,2
248,3
248,4
248,5
248,6
248,7
248,8
248,9
248,10
248,11
248,12
248,13
249,0
249,1
249,2
249,4
249,18
249,5
249,7
249,10
249,12
249,14
249,16
250,0
250,1
250,2
250,3
250,4
250,5
250,6
250,7
250,8
250,9
250,10
250,11
250,12
250,13
251,0
251,1
251,2
251,3
251,4
251,5
251,6
251,7
251,8
251,9
251,10
251,11
251,12
251,13
252,0
252,1
252,2
252,3
252,4
252,5
252,6
252,7
252,8
252,9
252,10
252,11
252,12
252,13
253,0
253,1
253,2
253,3
253,4
253,5
253,6
253,7
253,8
253,9
253,10
253,11
253,12
253,13
254,0
254,1
254,2
254,3
254,6
254,7
254,10
254,16
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
255,10
255,11
255,12
255,13
256,0
256,1
256,2
256,3
256,4
256,5
256,6
256,7
256,8
256,9
256,10
256,11
256,12
256,13
257,1
257,2
257,6
257,7
257,10
257,12
258,0
258,1
258,2
258,3
258,4
258,5
258,6
258,7
258,8
258,9
258,10
258,11
258,12
258,13
259,0
259,1
259,2
259,3
259,4
259,5
259,6
259,7
259,8
259,9
259,10
259,11
259,12
259,13
260,1
260,2
260,6
260,7
260,10
260,12
261,0
261,1
261,2
261,3
261,4
261,5
261,6
261,7
261,8
261,9
261,10
261,11
261,12
261,13
262,0
262,1
262,2
262,3
262,4
262,5
262,6
262,7
262,8
263,0
263,1
263,2
263,3
263,4
263,5
263,6
263,7
263,8
263,9
263,10
263,11
263,12
263,13
264,0
264,1
264,2
264,3
264,4
264,5
264,6
264,7
264,8
264,9
264,10
264,11
264,12
264,13
265,0
265,1
265,2
265,3
265,4
265,5
265,6
265,7
265,8
265,9
265,10
265,11
265,12
265,13
266,1
267,0
267,1
267,2
267,3
267,4
267,5
267,6
267,7
267,8
267,9
267,10
267,12
267,13
268,0
268,1
268,2
268,3
268,4
268,5
268,6
268,7
268,8
268,9
268,10
268,11
268,12
268,13
269,0
269,1
269,2
269,3
269,4
269,5
269,6
269,7
269,8
269,9
269,10
269,11
269,12
269,13
270,0
270,1
270,2
270,3
270,4
270,5
270,6
270,7
270,8
270,9
270,10
270,11
270,12
270,13
271,0
271,1
271,2
271,3
271,4
271,6
271,7
271,8
271,9
271,10
271,11
271,12
271,13
272,0
272,1
272,2
272,3
272,4
272,5
272,6
272,7
272,8
272,9
272,10
272,11
272,12
272,13
273,0
273,1
273,2
273,3
273,4
273,5
273,6
273,7
273,8
273,9
273,10
273,11
273,12
273,13
274,0
274,1
274,2
274,3
274,4
274,5
274,6
274,7
274,8
274,9
274,10
274,11
274,12
274,13
275,0
275,1
275,2
275,3
275,4
275,5
275,6
275,7
275,8
275,9
275,10
275,11
275,12
275,13
276,1
276,2
276,6
276,7
276,10
276,12
277,0
277,1
277,2
277,3
277,4
277,5
277,6
277,7
277,8
277,9
277,10
277,11
277,12
277,13
278,1
278,7
278,12
279,0
279,1
279,2
279,3
279,4
279,5
279,6
279,7
279,8
279,9
279,10
279,12
279,14
279,13
280,0
280,1
280,2
280,3
280,4
280,5
280,6
280,7
280,8
280,9
280,10
280,12
280,14
280,13
281,0
281,1
281,2
281,3
281,4
281,5
281,6
281,7
281,8
281,9
281,10
281,11
281,12
281,13
282,0
282,1
282,2
282,3
282,4
282,5
282,6
282,7
282,8
282,9
282,10
282,11
282,12
282,13
283,0
283,1
283,2
283,3
283,4
283,5
283,6
283,7
283,8
283,9
283,10
283,11
283,12
283,13
284,0
284,1
284,2
284,3
284,4
284,5
284,6
284,7
284,8
284,9
284,10
284,11
284,12
284,13
285,0
285,1
285,2
285,3
285,4
285,5
285,6
285,7
285,8
285,9
285,10
285,12
285,13
286,1
286,2
286,6
286,7
286,10
286,12
287,0
287,1
287,2
287,3
287,4
287,5
287,6
287,7
287,8
287,9
287,10
287,12
287,13
288,0
288,1
288,2
288,3
288,4
288,5
288,6
288,7
288,8
288,9
288,10
288,11
288,12
288,13
289,0
289,1
289,2
289,3
289,4
289,5
289,6
289,7
289,8
289,10
289,11
289,12
289,13
290,0
290,1
290,2
290,3
290,4
290,5
290,6
290,7
290,8
290,9
290,10
290,12
290,14
290,13
291,0
291,1
291,2
291,3
291,4
291,5
291,6
291,7
291,8
291,9
291,10
291,11
291,12
291,13
292,0
292,1
292,2
292,3
292,4
292,5
292,6
292,7
292,8
292,9
292,10
292,11
292,12
292,13
293,0
293,1
293,2
293,3
293,4
293,5
293,6
293,7
293,8
293,9
293,10
293,11
293,12
293,13
294,0
294,1
294,2
294,3
294,4
294,5
294,6
294,7
294,8
294,9
294,10
294,11
294,12
294,14
294,13
295,1
295,2
295,6
295,7
295,10
295,12
296,0
296,1
296,2
296,3
296,4
296,5
296,6
296,7
296,8
296,9
296,10
296,11
296,12
296,13
297,0
297,1
297,2
297,3
297,4
297,5
297,6
297,7
297,8
297,9
297,10
297,11
297,12
297,13
298,0
298,1
298,2
298,3
298,4
298,5
298,6
298,7
298,8
298,9
298,10
298,11
298,12
298,13
299,0
299,1
299,2
299,3
299,4
299,5
299,6
299,7
299,8
299,9
299,10
299,11
299,12
299,13
300,1
300,2
300,7
300,12
301,0
301,1
301,2
301,3
301,4
301,5
301,6
301,7
301,8
301,10
301,11
301,12
301,13
302,0
302,1
302,2
302,3
302,4
302,5
302,6
302,7
302,8
302,10
302,11
302,12
302,13
303,0
303,1
303,2
303,3
303,4
303,5
303,6
303,7
303,8
303,9
303,10
303,11
303,12
303,13
304,0
304,1
304,2
304,3
304,4
304,5
304,6
304,7
304,8
304,10
304,11
304,12
304,13
305,0
305,1
305,2
305,3
305,4
305,5
305,6
305,7
305,8
305,9
305,10
305,11
305,12
305,13
306,0
306,1
306,2
306,3
306,4
306,5
306,6
306,7
306,8
306,9
306,10
306,11
306,12
306,13
307,0
307,1
307,2
307,3
307,4
307,5
307,6
307,7
307,8
307,9
307,10
307,12
307,13
308,0
308,1
308,2
308,3
308,4
308,5
308,6
308,7
308,8
308,9
308,10
308,11
308,12
308,13
309,0
309,1
309,2
309,3
309,4
309,5
309,6
309,7
309,10
309,12
309,16
309,13
310,0
310,1
310,2
310,3
310,4
310,5
310,6
310,7
310,8
310,9
310,10
310,11
310,12
310,13
311,0
311,1
311,2
311,3
311,4
311,5
311,6
311,7
311,8
311,9
311,10
311,11
311,12
311,16
311,13
312,0
312,1
312,2
312,3
312,4
312,5
312,6
312,7
312,8
312,9
312,10
312,11
312,12
312,13
313,0
313,1
313,2
313,3
313,4
313,5
313,6
313,7
313,8
313,9
313,10
313,12
313,14
313,16
313,13
314,0
314,1
314,2
314,3
314,4
314,5
314,6
314,7
314,8
314,9
314,10
314,12
314,13
315,0
315,1
315,2
315,3
315,4
315,5
315,6
315,7
315,8
315,9
315,10
315,11
315,12
315,13
316,0
316,1
316,2
316,3
316,4
316,5
316,6
316,7
316,11
316,12
317,0
317,1
317,2
317,3
317,4
317,5
317,6
317,7
317,8
317,9
317,10
317,11
317,12
317,13
318,0
318,1
318,2
318,3
318,6
318,7
318,9
318,11
318,12
319,0
319,1
319,2
319,3
319,4
319,5
319,6
319,7
319,8
319,10
319,11
319,12
319,13
320,0
320,1
320,2
320,3
320,4
320,5
320,6
320,7
320,8
320,9
320,10
320,12
320,13
321,0
321,1
321,2
321,3
321,4
321,5
321,6
321,7
321,8
321,9
321,10
321,11
321,12
321,13
322,0
322,1
322,2
322,3
322,4
322,5
322,6
322,7
322,8
322,9
322,10
322,11
322,12
322,13
323,0
323,1
323,2
323,3
323,5
323,6
323,7
323,9
323,10
323,11
323,12
324,0
324,1
324,2
324,3
324,4
324,5
324,6
324,7
324,8
324,9
324,10
324,11
324,12
324,13
325,0
325,1
325,2
325,3
325,4
325,5
325,6
325,7
325,8
325,9
325,10
325,11
325,12
325,13
326,0
326,1
326,2
326,3
326,4
326,5
326,6
326,7
326,8
326,9
326,10
326,11
326,12
326,13
327,0
327,1
327,2
327,3
327,4
327,5
327,6
327,7
327,8
327,9
327,10
327,12
327,16
327,13
328,0
328,1
328,2
328,3
328,4
328,5
328,6
328,7
328,8
328,9
328,10
328,11
328,12
328,13
329,0
329,1
329,2
329,3
329,4
329,5
329,6
329,7
329,8
329,9
329,10
329,11
329,16
329,13
330,0
330,1
330,2
330,3
330,4
330,5
330,6
330,7
330,8
330,9
330,10
330,11
330,12
330,13
331,0
331,1
331,2
331,3
331,5
331,6
331,7
331,9
331,10
331,11
331,12
332,0
332,1
332,2
332,3
332,4
332,5
332,6
332,7
332,8
332,9
332,10
332,11
332,12
332,13
333,0
333,1
333,2
333,3
333,4
333,5
333,6
333,7
333,8
333,9
333,10
333,11
333,12
333,13
334,0
334,1
334,2
334,3
334,4
334,5
334,6
334,7
334,8
334,9
334,10
334,11
334,12
334,13
335,0
335,1
335,2
335,4
335,6
335,7
335,8
335,12
336,0
336,1
336,2
336,3
336,4
336,5
336,6
336,7
336,8
336,9
336,10
336,11
336,12
336,13
337,0
337,1
337,2
337,3
337,4
337,6
337,7
337,8
337,9
337,10
337,11
337,12
337,16
337,13
338,0
338,1
338,2
338,3
338,4
338,5
338,6
338,7
338,8
338,9
338,10
338,11
338,12
338,13
339,0
339,1
339,2
339,3
339,4
339,5
339,6
339,7
339,8
339,9
339,10
339,11
339,12
339,13
340,0
340,1
340,2
340,3
340,4
340,5
340,6
340,7
340,8
340,9
340,10
340,11
340,12
340,13
341,0
341,1
341,2
341,3
341,4
341,5
341,6
341,7
341,8
341,9
341,10
341,11
341,12
341,13
342,0
342,1
342,2
342,3
342,4
342,5
342,6
342,7
342,8
342,9
342,10
342,11
342,12
342,13
343,0
343,1
343,2
343,3
343,4
343,5
343,6
343,7
343,8
343,9
343,10
343,12
343,13
344,0
344,1
344,2
344,3
344,4
344,18
344,5
344,6
344,7
344,8
344,10
344,12
344,13
345,0
345,1
345,2
345,3
345,4
345,5
345,6
345,7
345,8
345,9
345,10
345,11
345,12
345,13
346,0
346,1
346,2
346,3
346,4
346,5
346,6
346,7
346,8
346,9
346,10
346,11
346,12
346,13
347,0
347,1
347,2
347,3
347,4
347,5
347,6
347,7
347,8
347,9
347,10
347,11
347,12
347,13
348,0
348,1
348,2
348,3
348,4
348,5
348,6
348,7
348,8
348,9
348,10
348,11
348,12
348,13
349,0
349,1
349,2
349,3
349,4
349,5
349,6
349,7
349,8
349,9
349,10
349,11
349,12
349,13
350,0
350,1
350,2
350,3
350,4
350,5
350,6
350,7
350,8
350,9
350,10
350,11
350,12
350,13
351,0
351,1
351,2
351,3
351,4
351,5
351,6
351,7
351,8
351,9
351,10
351,11
351,12
351,13
352,1
352,2
352,3
352,4
352,6
352,7
352,10
352,12
352,13
353,0
353,1
353,2
353,3
353,4
353,5
353,6
353,7
353,8
353,17
353,9
353,10
353,12
353,14
353,16
353,13
354,0
354,1
354,2
354,3
354,4
354,5
354,6
354,7
354,8
354,9
354,10
354,11
354,12
354,13
355,0
355,1
355,2
355,3
355,4
355,5
355,6
355,7
355,8
355,9
355,10
355,11
355,12
355,13
356,0
356,1
356,2
356,3
356,4
356,5
356,6
356,7
356,8
356,9
356,10
356,12
356,13
357,0
357,1
357,2
357,3
357,4
357,5
357,6
357,7
357,8
357,9
357,10
357,11
357,12
357,13
358,0
358,1
358,2
358,3
358,4
358,5
358,6
358,7
358,8
358,9
358,10
358,11
358,12
358,13
359,0
359,1
359,2
359,3
359,4
359,5
359,6
359,7
359,8
359,9
359,10
359,11
359,12
359,13
360,0
360,1
360,2
360,3
360,4
360,5
360,6
360,7
360,8
360,9
360,10
360,11
360,12
360,13
361,0
361,1
361,2
361,3
361,4
361,5
361,6
361,7
361,8
361,9
361,10
361,11
361,12
361,13
362,0
362,1
362,2
362,3
362,4
362,5
362,6
362,7
362,8
362,9
362,10
362,11
362,12
362,13
363,0
363,1
363,2
363,3
363,4
363,5
363,6
363,7
363,8
363,9
363,10
363,11
363,12
363,13
364,0
364,1
364,2
364,3
364,4
364,5
364,6
364,7
364,8
364,9
364,10
364,11
364,12
364,13
365,0
365,1
365,2
365,3
365,4
365,5
365,6
365,7
365,8
365,9
365,10
365,11
365,12
365,13
366,0
366,1
366,2
366,3
366,4
366,5
366,6
366,7
366,8
366,9
366,10
366,11
366,12
366,13
367,0
367,1
367,2
367,3
367,4
367,5
367,6
367,7
367,8
367,9
367,10
367,11
367,12
367,13
368,0
368,1
368,2
368,3
368,4
368,5
368,6
368,7
368,8
368,9
368,10
368,11
368,12
368,13
369,0
369,1
369,2
369,4
369,7
370,0
370,1
370,2
370,3
370,4
370,5
370,6
370,7
370,8
370,9
370,10
370,11
370,12
370,13
371,0
371,1
371,2
371,3
371,4
371,5
371,6
371,7
371,8
371,9
371,10
371,12
371,14
371,13
372,0
372,1
372,2
372,3
372,4
372,5
372,6
372,7
372,8
372,9
372,10
372,11
372,12
372,13
373,0
373,1
373,2
373,3
373,4
373,5
373,6
373,7
373,8
373,9
373,10
373,11
373,12
373,13
374,0
374,1
374,2
374,3
374,5
374,6
374,7
374,9
374,10
374,11
374,12
375,0
375,1
375,2
375,3
375,4
375,5
375,6
375,7
375,8
375,9
375,10
375,11
375,12
375,13
376,0
376,1
376,2
376,3
376,5
376,6
376,7
376,9
376,10
376,11
376,12
377,0
377,1
377,2
377,3
377,4
377,5
377,6
377,7
377,8
377,9
377,10
377,11
377,12
377,13
378,0
378,1
378,2
378,3
378,4
378,5
378,6
378,7
378,8
378,11
378,12
378,16
378,13
379,0
379,1
379,2
379,3
379,4
379,5
379,6
379,7
379,8
379,12
379,14
379,16
379,13
380,0
380,1
380,2
380,3
380,4
380,5
380,6
380,7
380,8
380,9
380,10
380,11
380,12
380,13
381,1
381,2
381,4
381,18
381,5
381,6
381,7
381,8
381,11
381,12
381,14
